canonical_title,split,year,midi_filename,duration,tempo,key
"Grandes ètudes de Paganini No. 3 La Campanella, S. 141",train,2015,2015/MIDI-Unprocessed_R1_D1-9-12_mid--AUDIO-from_mp3_12_R1_2015_wav--5.midi,262.686458333,215.87927803530948,g# minor
"Grandes études de Paganini, No. 3 ""La campanella"", S.141/3",train,2017,2017/MIDI-Unprocessed_046_PIANO046_MID--AUDIO-split_07-06-17_Piano-e_2-02_wav--3.midi,282.123617587,207.1587600616526,g# minor
"Grandes études de Paganini, No. 3 ""La campanella"", S.141/3",train,2017,2017/MIDI-Unprocessed_054_PIANO054_MID--AUDIO-split_07-07-17_Piano-e_1-02_wav--3.midi,264.791437558,216.04500937695374,g# minor
"Grandes études de Paganini, No. 3 ""La campanella"", S.141/3",train,2017,2017/MIDI-Unprocessed_066_PIANO066_MID--AUDIO-split_07-07-17_Piano-e_3-02_wav--4.midi,283.232586512,190.77359829666443,g# minor
"Hungarian Rhapsody No. 10 in E-flat Major, S. 244/10",train,2015,2015/MIDI-Unprocessed_R1_D2-21-22_mid--AUDIO-from_mp3_22_R1_2015_wav--5.midi,335.35,204.68134414831908,E major
"Hungarian Rhapsody No. 10, S. 244/10",train,2011,2011/MIDI-Unprocessed_23_R2_2011_MID--AUDIO_R2-D6_04_Track04_wav.midi,334.736577656,216.84705882352787,E major
"Hungarian Rhapsody No. 6, S.244/6",train,2017,2017/MIDI-Unprocessed_043_PIANO043_MID--AUDIO-split_07-06-17_Piano-e_1-03_wav--4.midi,441.165573321,235.73879024977833,b- minor
"Hungarian Rhapsody No. 6, S.244/6",train,2017,2017/MIDI-Unprocessed_081_PIANO081_MID--AUDIO-split_07-09-17_Piano-e_2_-02_wav--4.midi,386.800455096,224.0302743614115,b- minor
Mephisto Waltz,train,2006,2006/MIDI-Unprocessed_02_R1_2006_01-04_ORIG_MID--AUDIO_02_R1_2006_03_Track03_wav.midi,670.279778437,213.8283062645007,c# minor
Mephisto Waltz No. 1,train,2004,2004/MIDI-Unprocessed_SMF_05_R1_2004_02-03_ORIG_MID--AUDIO_05_R1_2004_06_Track06_wav.midi,621.447953048,215.213026990864,c# minor
Mephisto Waltz No. 1,train,2004,2004/MIDI-Unprocessed_SMF_12_01_2004_01-05_ORIG_MID--AUDIO_12_R1_2004_10_Track10_wav.midi,685.255457123,211.65354330708487,C# major
Mephisto Waltz No. 1,train,2009,2009/MIDI-Unprocessed_17_R1_2009_01-03_ORIG_MID--AUDIO_17_R1_2009_17_R1_2009_03_WAV.midi,641.0209935940001,213.52162400706013,c# minor
Mephisto Waltz No. 1,train,2013,2013/ORIG-MIDI_02_7_8_13_Group__MID--AUDIO_11_R2_2013_wav--3.midi,662.270972344,213.65538063402198,A major
"Mephisto Waltz No. 1, S.514",train,2014,2014/MIDI-UNPROCESSED_04-08-12_R3_2014_MID--AUDIO_04_R3_2014_wav--2.midi,676.2947296880001,213.66306027820733,c# minor
"Mephisto Waltz No. 1, S.514",train,2014,2014/MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_21_R1_2014_wav--4.midi,682.626187031,213.6978276788023,c# minor
Mephisto-Waltz No. 1,train,2008,2008/MIDI-Unprocessed_03_R2_2008_01-03_ORIG_MID--AUDIO_03_R2_2008_wav--3.midi,637.078689844,208.97959183673234,c# minor
"Paganini Etude No. 3, S. 141/3 ""La Campanella""",train,2013,2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_02_R1_2013_wav--5.midi,255.070524844,217.3331780598575,g# minor
"Paganini Etude No. 3, S. 141/3 ""La Campanella""",train,2013,2013/ORIG-MIDI_03_7_6_13_Group__MID--AUDIO_09_R1_2013_wav--2.midi,274.468208438,212.40362051625968,g# minor
"Paraphrase de concert sur Rigoletto, S.434",train,2017,2017/MIDI-Unprocessed_067_PIANO067_MID--AUDIO-split_07-07-17_Piano-e_3-03_wav--4.midi,421.584472688,208.8955795812204,C# major
Polonaise in E Major,train,2008,2008/MIDI-Unprocessed_02_R1_2008_01-05_ORIG_MID--AUDIO_02_R1_2008_wav--4.midi,468.594616875,206.3187351336273,E major
Rhapsodie Espagnole,train,2008,2008/MIDI-Unprocessed_04_R2_2008_01-04_ORIG_MID--AUDIO_04_R2_2008_wav--4.midi,794.3007548439999,199.04967602591918,f# minor
Rhapsodie Espagnole,train,2008,2008/MIDI-Unprocessed_08_R3_2008_01-05_ORIG_MID--AUDIO_08_R3_2008_wav--2.midi,750.80053125,215.3516470990767,f# minor
Rhapsodie Espagnole S.254,train,2011,2011/MIDI-Unprocessed_25_R3_2011_MID--AUDIO_R3-D9_06_Track06_wav.midi,774.292762031,213.8367154318089,f# minor
"Rhapsodie Espagnole, S. 254",train,2018,2018/MIDI-Unprocessed_Recital1-3_MID--AUDIO_02_R1_2018_wav--2.midi,794.9791729689999,214.3809769966234,f# minor
"Rhapsodie Espagnole, S. 254",train,2015,2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_08_R1_2015_wav--4.midi,783.325,209.87854251012038,f# minor
"Rhapsodie Espagnole, S. 254",train,2013,2013/ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_17_R2_2013_wav--3.midi,743.269822969,216.71957671962352,f# minor
"Rhapsodie Espagnole, S. 254",train,2013,2013/ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_12_R3_2013_wav--4.midi,771.030211875,214.25310677149687,f# minor
"Rhapsodie Espagnole, S.254",train,2014,2014/MIDI-UNPROCESSED_16-18_R1_2014_MID--AUDIO_17_R1_2014_wav--2.midi,794.788200938,214.66307985039447,f# minor
Rhapsody Esp.,train,2006,2006/MIDI-Unprocessed_04_R1_2006_01-04_ORIG_MID--AUDIO_04_R1_2006_03_Track03_wav.midi,773.212367813,216.44848361074082,f# minor
Rhapsody Esp.,train,2006,2006/MIDI-Unprocessed_18_R1_2006_01-05_ORIG_MID--AUDIO_18_R1_2006_04_Track04_wav.midi,754.92445875,216.10057872681298,f# minor
Rigoletto Paraphrase,train,2009,2009/MIDI-Unprocessed_15_R1_2009_03-06_ORIG_MID--AUDIO_15_R1_2009_15_R1_2009_06_WAV.midi,391.29635015599996,212.35023041474656,C# major
"Rigoletto Paraphrase, S. 434",train,2011,2011/MIDI-Unprocessed_09_R2_2011_MID--AUDIO_R2-D3_03_Track03_wav.midi,379.090165781,213.1309297912732,C# major
Rigoletto-Paraphrase,train,2008,2008/MIDI-Unprocessed_03_R1_2008_01-04_ORIG_MID--AUDIO_03_R1_2008_wav--4.midi,421.416512344,205.95947556614848,C# major
"Sonata In B Minor, S. 178",train,2018,2018/MIDI-Unprocessed_Recital4_MID--AUDIO_04_R1_2018_wav--5.midi,1700.13318234,200.9130546293898,B major
Sonata in B Min.,train,2006,2006/MIDI-Unprocessed_06_R1_2006_01-04_ORIG_MID--AUDIO_06_R1_2006_03_Track03_wav.midi,1744.15290328,192.6079797339968,B major
Sonata in B Min.,train,2006,2006/MIDI-Unprocessed_24_R1_2006_01-05_ORIG_MID--AUDIO_24_R1_2006_05_Track05_wav.midi,1396.30736437,207.69026156346905,B major
"Sonata in B Minor, S. 178",train,2009,2009/MIDI-Unprocessed_03_R1_2009_01-02_ORIG_MID--AUDIO_03_R1_2009_03_R1_2009_02_WAV.midi,1670.37092578,190.29224904700038,B major
"Sonata in B Minor, S. 178",train,2009,2009/MIDI-Unprocessed_19_R1_2009_01-02_ORIG_MID--AUDIO_19_R1_2009_19_R1_2009_02_WAV.midi,1710.21062953,198.83495145631485,B major
"Sonata in B Minor, S. 178",train,2009,2009/MIDI-Unprocessed_21_R1_2009_04_ORIG_MID--AUDIO_21_R1_2009_21_R1_2009_04_WAV.midi,1726.19619047,208.02653399671678,B major
"Sonata in B Minor, S. 178",train,2014,2014/MIDI-UNPROCESSED_01-03_R1_2014_MID--AUDIO_02_R1_2014_wav--5.midi,1480.26561375,202.30046536131303,B major
Sonetto 104 del Petrarca,train,2009,2009/MIDI-Unprocessed_15_R1_2009_03-06_ORIG_MID--AUDIO_15_R1_2009_15_R1_2009_05_WAV.midi,379.317195469,184.22174840085538,E major
Sonetto 104 del Petrarca,train,2008,2008/MIDI-Unprocessed_17_R1_2008_01-04_ORIG_MID--AUDIO_17_R1_2008_wav--4.midi,398.72956921900004,192.57313432836486,E major
Spanish Rhapsody,train,2004,2004/MIDI-Unprocessed_XP_06_R1_2004_02-03_ORIG_MID--AUDIO_06_R1_2004_05_Track05_wav.midi,750.325777985,209.25430210324922,f# minor
Spanish Rhapsody,train,2009,2009/MIDI-Unprocessed_04_R1_2009_04-06_ORIG_MID--AUDIO_04_R1_2009_04_R1_2009_05_WAV.midi,802.764955781,198.45405224005827,f# minor
Tarantella,train,2015,2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_18_R1_2015_wav--4.midi,545.376041667,212.45205075244368,E- major
Tarantella from Annees de Pelerinage 2eme Annee,train,2008,2008/MIDI-Unprocessed_10_R2_2008_01-05_ORIG_MID--AUDIO_10_R2_2008_wav--3.midi,532.707800625,215.55093555094857,E- major
"Tarantella, S. 162 No. 3 from Venezia e Napoli",train,2011,2011/MIDI-Unprocessed_06_R3_2011_MID--AUDIO_R3-D3_06_Track06_wav.midi,487.864095469,203.3670613562973,E- major
"Tarantella, Venezia e Napoli in G Minor, S.159",train,2017,2017/MIDI-Unprocessed_047_PIANO047_MID--AUDIO-split_07-06-17_Piano-e_2-04_wav--4.midi,504.10223074199996,222.0445459737115,E- major
"Transcendental Etude No. 2, “Molto vivace""",train,2015,2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_06_R1_2015_wav--4.midi,128.82395833299998,227.18692773630102,a minor
"Transcendental Etude No. 4 ""Mazeppa""",train,2008,2008/MIDI-Unprocessed_04_R3_2008_01-07_ORIG_MID--AUDIO_04_R3_2008_wav--4.midi,494.70970828099996,218.76186859095696,B- major
"Transcendental Etude No. 4, ""Mazeppa""",train,2015,2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_17_R1_2015_wav--4.midi,414.234375,207.54679211290195,B- major
"Transcendental Etude No. 5 ""Feux Follets""",train,2008,2008/MIDI-Unprocessed_04_R3_2008_01-07_ORIG_MID--AUDIO_04_R3_2008_wav--5.midi,226.426055625,208.7091556130771,B- major
"Transcendental Etude No. 5 ""Feux Follets""",train,2013,2013/ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_07_R1_2013_wav--3.midi,243.934050937,210.7317073170669,B- major
"Transcendental Etude No. 5 ""Feux Follets""",train,2013,2013/ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_15_R1_2013_wav--3.midi,208.186223437,204.9952335557642,B- major
"Transcendental Etude No. 5 “Feux Follets,” S.139, No. 5",train,2014,2014/MIDI-UNPROCESSED_09-10_R1_2014_MID--AUDIO_09_R1_2014_wav--3.midi,220.76901,204.16482055826103,B- major
"Transcendental Etude No. 5, ""Feux Follets"", S. 139/5",train,2011,2011/MIDI-Unprocessed_06_R2_2011_MID--AUDIO_R2-D2_07_Track07_wav.midi,215.347006875,204.67870891323648,B- major
"Trois Etudes de Concert ""La leggierezza"", S.144",train,2017,2017/MIDI-Unprocessed_052_PIANO052_MID--AUDIO-split_07-06-17_Piano-e_3-03_wav--1.midi,286.726159138,207.0588235294081,b- minor
"Valse de l'opera Faust de Charles Gounod, S.407",train,2017,2017/MIDI-Unprocessed_060_PIANO060_MID--AUDIO-split_07-07-17_Piano-e_2-04_wav--5.midi,529.717489842,209.45454545453688,A- major
"Valse de l'opera Faust de Charles Gounod, S.407",train,2017,2017/MIDI-Unprocessed_072_PIANO072_MID--AUDIO-split_07-08-17_Piano-e_1-06_wav--4.midi,549.447094021,207.6091309571484,A- major
Venezia e Napoli,train,2011,2011/MIDI-Unprocessed_22_R3_2011_MID--AUDIO_R3-D7_07_Track07_wav.midi,327.398176875,208.9959336878307,F# major
Venezia e Napoli,train,2011,2011/MIDI-Unprocessed_22_R3_2011_MID--AUDIO_R3-D7_08_Track08_wav.midi,328.064575781,212.40780911062993,e- minor
Venezia e Napoli,train,2011,2011/MIDI-Unprocessed_22_R3_2011_MID--AUDIO_R3-D7_09_Track09_wav.midi,403.523902031,218.35818815331226,E- major
"Venezia e Napoli, S. 162",train,2018,2018/MIDI-Unprocessed_Recital17-19_MID--AUDIO_19_R1_2018_wav--4.midi,990.9138060939999,213.93219606996655,e- minor
"Venezia e Napoli, S.162 (Complete)",train,2014,2014/MIDI-UNPROCESSED_04-05_R1_2014_MID--AUDIO_05_R1_2014_wav--8.midi,1033.23481078,210.1950051317067,e- minor
"Études d'exécution transcendante, No. 4, ""Mazeppa"" S.139/4",train,2017,2017/MIDI-Unprocessed_045_PIANO045_MID--AUDIO-split_07-06-17_Piano-e_2-01_wav--4.midi,394.658322575,214.50411603292955,B- major
"Études d'exécution transcendante, No. 4, ""Mazeppa"" S.139/4",train,2017,2017/MIDI-Unprocessed_050_PIANO050_MID--AUDIO-split_07-06-17_Piano-e_3-01_wav--3.midi,484.962367262,212.75393807713155,B- major
"Études d'exécution transcendante, No. 5, ""Feux follets"" S.139/5",train,2017,2017/MIDI-Unprocessed_047_PIANO047_MID--AUDIO-split_07-06-17_Piano-e_2-04_wav--2.midi,212.663487858,215.0637311703356,B- major
Danse Macabre S555/R240,train,2011,2011/MIDI-Unprocessed_03_R3_2011_MID--AUDIO_R3-D1_07_Track07_wav.midi,604.709598281,203.85843164468707,g minor
Impromptu Op. 142 No. 1 F Minor,train,2008,2008/MIDI-Unprocessed_06_R2_2008_01-05_ORIG_MID--AUDIO_06_R2_2008_wav--3.midi,584.9433253130001,217.12857005481388,A- major
Impromptu Op. 142 No. 1 in F Minor,train,2008,2008/MIDI-Unprocessed_11_R2_2008_01-05_ORIG_MID--AUDIO_11_R2_2008_wav--3.midi,635.781949688,222.62937842608648,f minor
"Impromptu Op. 142 No. 1 in F Minor, D. 935",train,2017,2017/MIDI-Unprocessed_075_PIANO075_MID--AUDIO-split_07-08-17_Piano-e_2-06_wav--1.midi,578.621096367,220.39410751864597,A- major
"Impromptu Op. 142 No. 1 in F Minor, D. 935",train,2017,2017/MIDI-Unprocessed_081_PIANO081_MID--AUDIO-split_07-09-17_Piano-e_2_-02_wav--3.midi,566.241883521,217.83038027872868,f minor
"Impromptu Op. 142 No. 1 in F Minor, D935",train,2013,2013/ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_15_R2_2013_wav--1.midi,574.096648125,218.79367905631022,f minor
"Impromptu Op. 142 No. 1, in F Minor, D935",train,2011,2011/MIDI-Unprocessed_03_R2_2011_MID--AUDIO_R2-D1_07_Track07_wav.midi,537.582261562,212.3893805309769,f minor
"Impromptu Op. 142 No. 3 in B-Flat Major, D935",train,2013,2013/ORIG-MIDI_02_7_8_13_Group__MID--AUDIO_08_R2_2013_wav--1.midi,638.698613438,207.28744939271562,B- major
Impromptu Op. 142 No. 3 in B-flat Major,train,2015,2015/MIDI-Unprocessed_R2_D1-2-3-6-7-8-11_mid--AUDIO-from_mp3_07_R2_2015_wav--3.midi,392.00520833300004,200.44289781714605,B- major
Impromptu Op. 142 No. 3 in B-flat Major,train,2015,2015/MIDI-Unprocessed_R2_D1-2-3-6-7-8-11_mid--AUDIO-from_mp3_08_R2_2015_wav--2.midi,685.165625,205.61414895342025,B- major
Impromptu Op. 142 No. 3 in B-flat Major,train,2015,2015/MIDI-Unprocessed_R2_D2-19-21-22_mid--AUDIO-from_mp3_21_R2_2015_wav--1.midi,685.057291667,208.99854862118988,B- major
Impromptu Op. 142 No. 3 in B-flat Major,train,2013,2013/ORIG-MIDI_02_7_8_13_Group__MID--AUDIO_11_R2_2013_wav--1.midi,474.560155781,215.1884057971,B- major
"Impromptu Op. 142 No. 3 in B-flat Major, D. 935",train,2017,2017/MIDI-Unprocessed_074_PIANO074_MID--AUDIO-split_07-08-17_Piano-e_2-04_wav--2.midi,680.221025875,190.57615516257732,B- major
"Impromptu Op. 142 No. 3 in B-flat Major, D. 935",train,2017,2017/MIDI-Unprocessed_080_PIANO080_MID--AUDIO-split_07-09-17_Piano-e_1-06_wav--1.midi,551.678920692,206.51597817614936,B- major
"Impromptu Op. 142 No. 3 in B-flat Major, D935",train,2013,2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_02_R2_2013_wav--1.midi,634.483874063,208.328445747814,B- major
"Impromptu Op. 142 No. 3 in B-flat Major, D935",train,2013,2013/ORIG-MIDI_02_7_8_13_Group__MID--AUDIO_12_R2_2013_wav--2.midi,462.785327812,191.07544141251918,B- major
"Impromptu Op. 142 No. 3 in B-flat Major, D935",train,2013,2013/ORIG-MIDI_02_7_8_13_Group__MID--AUDIO_14_R2_2013_wav--1.midi,389.417345625,208.2635952762797,B- major
"Impromptu Op. 142 No. 3 in B-flat Major, D935",train,2013,2013/ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_18_R2_2013_wav--1.midi,717.590094375,205.64084255622726,B- major
"Impromptu Op. 142 No. 3, in B-Flat Major, D935",train,2011,2011/MIDI-Unprocessed_06_R2_2011_MID--AUDIO_R2-D2_06_Track06_wav.midi,523.286068594,220.53876658006905,B- major
"Impromptu Op. 142 No. 3, in B-Flat Major, D935",train,2011,2011/MIDI-Unprocessed_10_R2_2011_MID--AUDIO_R2-D3_10_Track10_wav.midi,696.2159170310001,202.38671665774083,B- major
"Impromptu Op. 142 No. 3, in B-Flat Major, D935",train,2011,2011/MIDI-Unprocessed_17_R2_2011_MID--AUDIO_R2-D5_04_Track04_wav.midi,399.084803906,212.86795842422532,B- major
"Impromptu Op. 142 No. 3, in B-Flat Major, D935",train,2011,2011/MIDI-Unprocessed_22_R2_2011_MID--AUDIO_R2-D5_08_Track08_wav.midi,407.183086406,202.3154246100531,B- major
Impromptu Op. 90 No. 1,train,2018,2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_11_R1_2018_wav--1.midi,566.467115156,208.89721099832317,c minor
Impromptu Op. 90 No. 1 in C Minor,train,2008,2008/MIDI-Unprocessed_03_R2_2008_01-03_ORIG_MID--AUDIO_03_R2_2008_wav--1.midi,532.502138437,200.49870303740107,c minor
Impromptu Op. 90 No. 1 in C Minor,train,2013,2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_04_R2_2013_wav--1.midi,519.3584549999998,201.9229282123977,c minor
"Impromptu Op. 90 No. 1 in C Minor, D. 899",train,2017,2017/MIDI-Unprocessed_079_PIANO079_MID--AUDIO-split_07-09-17_Piano-e_1-04_wav--2.midi,559.081662196,206.22986036519862,c minor
"Impromptu Op. 90 No. 1, in C Minor, D899",train,2011,2011/MIDI-Unprocessed_04_R2_2011_MID--AUDIO_R2-D2_02_Track02_wav.midi,588.366131719,206.4014576374132,c minor
"Impromptu Op. 90 No. 1, in C Minor, D899",train,2011,2011/MIDI-Unprocessed_25_R2_2011_MID--AUDIO_R2-D6_07_Track07_wav.midi,566.914497188,201.8663514359246,c minor
Impromptu Op. 90 No. 2,train,2008,2008/MIDI-Unprocessed_02_R2_2008_01-05_ORIG_MID--AUDIO_02_R2_2008_wav--1.midi,223.212917812,188.9592760180996,e- minor
Impromptu Op. 90 No. 2 E-flat Major,train,2008,2008/MIDI-Unprocessed_09_R2_2008_01-05_ORIG_MID--AUDIO_09_R2_2008_wav--1.midi,264.60844265599997,199.78576893649688,e- minor
Impromptu Op. 90 No. 2 in E-flat Major,train,2008,2008/MIDI-Unprocessed_12_R2_2008_01-04_ORIG_MID--AUDIO_12_R2_2008_wav--2.midi,274.862171719,210.37997054492016,e- minor
Impromptu Op. 90 No. 2 in E-flat Major,train,2015,2015/MIDI-Unprocessed_R2_D2-19-21-22_mid--AUDIO-from_mp3_22_R2_2015_wav--1.midi,287.720833333,225.32842879663625,e- minor
"Impromptu Op. 90 No. 2 in E-flat Major, D. 899",train,2017,2017/MIDI-Unprocessed_070_PIANO070_MID--AUDIO-split_07-08-17_Piano-e_1-02_wav--1.midi,287.37038675,212.86333593916427,e- minor
"Impromptu Op. 90 No. 2 in E-flat Major, D899",train,2013,2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_03_R2_2013_wav--2.midi,267.370192031,205.00707785642032,e- minor
Impromptu Op. 90 No. 3 in G-flat,train,2008,2008/MIDI-Unprocessed_17_R2_2008_01-04_ORIG_MID--AUDIO_17_R2_2008_wav--3.midi,300.2561100000001,217.3166506256032,F# major
Impromptu Op. 90 No. 3 in G-flat Major,train,2008,2008/MIDI-Unprocessed_07_R2_2008_01-05_ORIG_MID--AUDIO_07_R2_2008_wav--1.midi,375.151868438,207.46076665808903,F# major
Impromptu Op. 90 No. 3 in G-flat Major,train,2008,2008/MIDI-Unprocessed_08_R2_2008_01-04_ORIG_MID--AUDIO_08_R2_2008_wav--2.midi,365.193277969,205.33927486327855,F# major
Impromptu Op. 90 No. 3 in G-flat Major,train,2015,2015/MIDI-Unprocessed_R2_D1-2-3-6-7-8-11_mid--AUDIO-from_mp3_11_R2_2015_wav--2.midi,355.17395833300003,212.7143233975209,F# major
Impromptu Op. 90 No. 3 in G-flat Major,train,2015,2015/MIDI-Unprocessed_R2_D2-12-13-15_mid--AUDIO-from_mp3_13_R2_2015_wav--3.midi,302.311458333,217.08542713567851,F# major
Impromptu Op. 90 No. 3 in G-flat Major,train,2015,2015/MIDI-Unprocessed_R2_D2-12-13-15_mid--AUDIO-from_mp3_15_R2_2015_wav--1.midi,366.34375,204.79999999999995,F# major
"Impromptu Op. 90 No. 3 in G-flat Major, D. 899",train,2017,2017/MIDI-Unprocessed_073_PIANO073_MID--AUDIO-split_07-08-17_Piano-e_2-02_wav--2.midi,366.46294791199995,208.34338075716664,F# major
"Impromptu Op. 90 No. 3 in G-flat Major, D. 899",train,2017,2017/MIDI-Unprocessed_082_PIANO082_MID--AUDIO-split_07-09-17_Piano-e_2_-04_wav--3.midi,327.167200292,218.3741844471854,F# major
"Impromptu Op. 90 No. 3 in G-flat Major, D899",train,2013,2013/ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_17_R2_2013_wav--2.midi,357.281961094,207.79350023324622,F# major
"Impromptu Op. 90 No. 3, in G-flat Major, D899",train,2011,2011/MIDI-Unprocessed_09_R2_2011_MID--AUDIO_R2-D3_04_Track04_wav.midi,320.318857031,216.79428942245465,F# major
"Impromptu Op. 90 No. 3, in G-flat Major, D899",train,2011,2011/MIDI-Unprocessed_16_R2_2011_MID--AUDIO_R2-D4_09_Track09_wav.midi,258.66560671900004,215.60920830993697,F# major
"Impromptu Op. 90, No. 3, in G-flat Major, D899",train,2011,2011/MIDI-Unprocessed_12_R2_2011_MID--AUDIO_R2-D4_04_Track04_wav.midi,307.35679734400003,219.21979067553988,F# major
"Impromptu Op.142 No.3, in B-Flat Major, D935",train,2013,2013/ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_19_R2_2013_wav--1.midi,445.906338281,205.12175962293682,B- major
Impromptus Op. 90,train,2018,2018/MIDI-Unprocessed_Recital12_MID--AUDIO_12_R1_2018_wav--3.midi,644.3890457809999,212.6843595929944,F# major
"Impromptus Op. 90, No. 3",train,2004,2004/MIDI-Unprocessed_SMF_17_R1_2004_01-03_ORIG_MID--AUDIO_17_R1_2004_02_Track02_wav--1.midi,340.525040821,218.18181818181893,F# major
Son. in Bb D.960,train,2006,2006/MIDI-Unprocessed_05_R2_2006_01_ORIG_MID--AUDIO_05_R2_2006_01_Track01_wav.midi,776.2425464060001,212.97226923578185,B- major
Son. in Bb D.960,train,2006,2006/MIDI-Unprocessed_09_R2_2006_01_ORIG_MID--AUDIO_09_R2_2006_01_Track01_wav.midi,932.691375,208.10702569128048,B- major
Son. in Bb D.960,train,2006,2006/MIDI-Unprocessed_16_R2_2006_01_ORIG_MID--AUDIO_16_R2_2006_01_Track01_wav.midi,849.4849945310001,206.22575832919213,B- major
Son. in Bb D.961,train,2006,2006/MIDI-Unprocessed_05_R2_2006_01_ORIG_MID--AUDIO_05_R2_2006_02_Track02_wav.midi,468.10049343800006,187.8040896634116,c# minor
Son. in Bb D.961,train,2006,2006/MIDI-Unprocessed_09_R2_2006_01_ORIG_MID--AUDIO_09_R2_2006_02_Track02_wav.midi,590.496204375,164.95873247373018,c# minor
Son. in Bb D.961,train,2006,2006/MIDI-Unprocessed_16_R2_2006_01_ORIG_MID--AUDIO_16_R2_2006_02_Track02_wav.midi,592.003948594,160.02604590590505,c# minor
Son. in Bb D.962,train,2006,2006/MIDI-Unprocessed_05_R2_2006_01_ORIG_MID--AUDIO_05_R2_2006_03_Track03_wav.midi,709.957890469,219.87411167512525,c minor
Son. in Bb D.962,train,2006,2006/MIDI-Unprocessed_09_R2_2006_01_ORIG_MID--AUDIO_09_R2_2006_03_Track03_wav.midi,772.517924063,218.9413854351669,B- major
Son. in Bb D.962,train,2006,2006/MIDI-Unprocessed_16_R2_2006_01_ORIG_MID--AUDIO_16_R2_2006_03_Track03_wav.midi,719.6907867189999,218.00486618004845,B- major
Sonata in A D959,train,2006,2006/MIDI-Unprocessed_01_R2_2006_01_ORIG_MID--AUDIO_01_R2_2006_01_Track01_wav.midi,660.7685700000002,198.8972431077706,A major
Sonata in A D959,train,2006,2006/MIDI-Unprocessed_07_R2_2006_01_ORIG_MID--AUDIO_07_R2_2006_01_Track01_wav.midi,670.895429531,206.33428054766117,A major
Sonata in A D959,train,2006,2006/MIDI-Unprocessed_08_R2_2006_01_ORIG_MID--AUDIO_08_R2_2006_01_Track01_wav.midi,677.290989375,212.6464906632273,A major
Sonata in A D960,train,2006,2006/MIDI-Unprocessed_01_R2_2006_01_ORIG_MID--AUDIO_01_R2_2006_02_Track02_wav.midi,435.83022656300005,198.12359622665744,f# minor
Sonata in A D960,train,2006,2006/MIDI-Unprocessed_07_R2_2006_01_ORIG_MID--AUDIO_07_R2_2006_02_Track02_wav.midi,420.042315,203.44370860926517,f# minor
Sonata in A D960,train,2006,2006/MIDI-Unprocessed_08_R2_2006_01_ORIG_MID--AUDIO_08_R2_2006_02_Track02_wav.midi,427.673183437,195.1853159195213,f# minor
Sonata in A D961,train,2006,2006/MIDI-Unprocessed_01_R2_2006_01_ORIG_MID--AUDIO_01_R2_2006_03_Track03_wav.midi,896.542906875,215.30569639130454,A major
Sonata in A D961,train,2006,2006/MIDI-Unprocessed_07_R2_2006_01_ORIG_MID--AUDIO_07_R2_2006_03_Track03_wav.midi,272.131138125,211.45075891281112,D major
Sonata in A D961,train,2006,2006/MIDI-Unprocessed_08_R2_2006_01_ORIG_MID--AUDIO_08_R2_2006_03_Track03_wav.midi,844.489005937,221.2725090035963,A major
Sonata in A D962,train,2006,2006/MIDI-Unprocessed_07_R2_2006_01_ORIG_MID--AUDIO_07_R2_2006_04_Track04_wav.midi,648.601114219,225.5994534896979,A major
"Sonata in A Major, D. 959 (Complete)",train,2014,2014/MIDI-UNPROCESSED_04-07-08-10-12-15-17_R2_2014_MID--AUDIO_08_R2_2014_wav.midi,2341.60689984,218.30651225746703,A major
"Sonata in A Major, D. 959 (Complete)",train,2014,2014/MIDI-UNPROCESSED_04-07-08-10-12-15-17_R2_2014_MID--AUDIO_17_R2_2014_wav.midi,2210.52262922,198.11553833111438,A major
"Sonata in A Major, D. 959 (Complete)",train,2014,2014/MIDI-UNPROCESSED_19-20-21_R2_2014_MID--AUDIO_19_R2_2014_wav.midi,2453.07847641,217.49325013500643,A major
"Sonata in A Major, D959",train,2018,2018/MIDI-Unprocessed_Schubert1-3_MID--AUDIO_07_R2_2018_wav.midi,2244.51297984,199.5433430438525,A major
Sonata in A Min.,train,2006,2006/MIDI-Unprocessed_22_R2_2006_01_ORIG_MID--AUDIO_22_R2_2006_01_Track01_wav.midi,569.863212188,181.81684712791457,a minor
